,id,name,username,created_at,location,description,url,pinned_tweet_id,profile_image_url,protected,followers_count,following_count,tweet_count,listed_count,verified,withheld,cashtags,hashtags,mentions
18,988456283287121920,Align Technology,AlignTechInc,2018-04-23 16:35:17+00:00,Global,"The company behind the smile. Transforming smiles and changing lives with the @Invisalign system, @exocad & @iTeroScanner. Innovating #DigitalDentistry. $ALGN",http://www.aligntech.com/,1.5701622168922358e+18,https://pbs.twimg.com/profile_images/1466123631210029057/pW_ob_gS_normal.jpg,False,1864,205,1140,23,False,,['ALGN'],['DigitalDentistry'],"['Invisalign', 'exocad', 'iTeroScanner']"
19,1516733046,Allegion,AllegionPlc,2013-06-14 15:28:43+00:00,Ireland,Allegion keeps people safe where they thrive. We're pioneering safety as a provider of security solutions through a host of brands in more than 130 countries.,http://www.allegion.com,,https://pbs.twimg.com/profile_images/1164567733490655232/Lcu3fjnb_normal.jpg,False,1808,109,878,60,False,,,,
20,14777626,Alliant Energy,alliantenergy,2008-05-14 19:52:16+00:00,"Madison, WI / Cedar Rapids, IA","Energy provider in Iowa & Wisconsin. Follow our renewable energy vision, energy-saving ideas, and how we use #EnergyforGood to support our customers. NASDAQ:LNT",http://www.alliantenergy.com,1.0711312211393004e+18,https://pbs.twimg.com/profile_images/1412409720430813201/XiExGYMt_normal.jpg,False,4871,48,2227,122,False,,,['EnergyforGood'],
21,14275290,Allstate,Allstate,2008-04-01 14:59:28+00:00,,The brand with the hands advocating for a life well protected in 280 characters or less.,http://www.allstate.com/,,https://pbs.twimg.com/profile_images/1307049411286007808/Bi-wGgbs_normal.jpg,False,86111,4566,42280,1237,True,,,,
22,20536157,Google,Google,2009-02-10 19:14:39+00:00,"Mountain View, CA",#HeyGoogle,https://about.google/,1.5780847701726003e+18,https://pbs.twimg.com/profile_images/1455185376876826625/s1AjSxph_normal.jpg,False,27481135,295,170403,93827,True,,,['HeyGoogle'],
23,267893832,Altria,AltriaNews,2011-03-17 19:08:54+00:00,"Richmond, VA","Follow us for news about Altria and its tobacco operating companies Philip Morris USA, U.S. Smokeless Tobacco Co. and John Middleton.",http://www.altria.com,1.313176387163951e+18,https://pbs.twimg.com/profile_images/1282715496/AG_pos_fullws_nor_a_normal.jpg,False,9906,98,2699,176,False,,,,
24,20793816,Amazon,amazon,2009-02-13 18:39:54+00:00,,Delivering smiles one box at a time 📦🧡. Use @AmazonHelp for customer support and @AmazonNews for the latest.,http://www.amazon.com,,https://pbs.twimg.com/profile_images/1587352380454338561/Uav_0HHn_normal.jpg,False,5035249,51,45885,16277,True,,,,"['AmazonHelp', 'AmazonNews']"
25,50501415,Amcor,amcorpackaging,2009-06-25 00:56:50+00:00,"Zurich, Switzerland","A global leader in developing and producing responsible packaging for food, beverage, pharma, medical, home- and personal-care and other products.",http://www.amcor.com,,https://pbs.twimg.com/profile_images/1097854982362198017/1RhkVF2U_normal.png,True,5468,669,2094,53,False,,,,
26,14861876,AMD,AMD,2008-05-21 22:14:12+00:00,"Austin, TX",together we advance_,http://www.AMD.com,1.5364808836282941e+18,https://pbs.twimg.com/profile_images/1534988679076368384/In8IVKDB_normal.png,False,1139183,292,9374,4271,True,,,,
27,55526996,Ameren Corporation,AmerenCorp,2009-07-10 10:31:28+00:00,,Powering the quality of life for 2.4 million electric and 1 million natural gas customers in Illinois and Missouri.,http://www.Ameren.com,,https://pbs.twimg.com/profile_images/2456061793/olqtxnte3ldjlio2wo75_normal.png,False,29466,293,3598,368,True,,,,
28,22536055,americanair,AmericanAir,2009-03-02 21:23:05+00:00,,"Official Twitter for the world’s largest airline. We’re here for you 24/7. For more about us or a formal response, visit https://t.co/uI8dLIDCud.",http://aa.com,,https://pbs.twimg.com/profile_images/1542861265265201152/q4ahKxz8_normal.jpg,False,1651356,103927,2474545,11309,True,,,,
29,41377904,AEP,AEPnews,2009-05-20 15:16:08+00:00,"Columbus, OH","The Official AEP account for latest news, info & updates from American Electric Power. We're here from 8 am-11 pm Mon-Fri & 8-5 weekends and holidays.",http://AEP.com,,https://pbs.twimg.com/profile_images/839527709617373184/4uHNQehk_normal.jpg,False,17778,2301,11525,444,True,,,,
30,62911603,Ask Amex,AskAmex,2009-08-04 19:59:00+00:00,USA - Community Guidelines,"Amex Customer Care, at your service! We’re here M-F, 9am-10pm ET. Remember: Please don’t tweet personal information. After hours? Visit https://t.co/mOVXblqhkU",http://amex.co/guidelines,,https://pbs.twimg.com/profile_images/983810906927792128/QToPQDeT_normal.jpg,False,112562,7,666541,732,True,,,,
31,126118683,AIG,AIGinsurance,2010-03-24 22:10:39+00:00,Worldwide,"Global insurance company committed to preparing our clients for what's next. For service, tweet us! 👋  Our Community Guidelines: https://t.co/J7OPnjSv3c",http://www.aig.com,,https://pbs.twimg.com/profile_images/1546557018277912581/CgNhfwqG_normal.jpg,False,43411,264,7673,675,True,,,,
32,1254843498479616003,American Tower US,AmericanTowerUS,2020-04-27 18:43:37+00:00,,"American Tower provides the wireless infrastructure needed to enable a connected world—outdoors, indoors, and in urban and rural locations.",,,https://pbs.twimg.com/profile_images/1254859200108298246/l4SStq0i_normal.png,False,658,0,0,17,False,,,,
33,25565709,American Water,amwater,2009-03-20 20:05:18+00:00,"Camden, NJ",We Keep Life Flowing,http://www.amwater.com,1.5649999729443348e+18,https://pbs.twimg.com/profile_images/806499942852280320/fdxuIqEz_normal.jpg,False,14134,1132,5476,285,True,,,,
34,164011937,Ameriprise Financial,ameriprise,2010-07-07 20:48:05+00:00,,"At Ameriprise Financial, we have helped our clients feel confident about their financial futures for more than 125 years.",http://www.ameriprise.com/social,,https://pbs.twimg.com/profile_images/884518235915382785/6N1ilxV6_normal.jpg,False,7022,510,1089,189,True,,,,
35,288863891,AmerisourceBergen,Healthcare_ABC,2011-04-27 15:55:37+00:00,"Conshohocken, PA",AmerisourceBergen fosters a positive impact on healthcare around the world by advancing the development and delivery of pharmaceuticals and healthcare products.,http://www.amerisourcebergen.com,1.4885279950820598e+18,https://pbs.twimg.com/profile_images/1542872373585666048/VcilxQsv_normal.png,False,5842,485,4539,161,False,,,,
36,256996215,AMETEK Inc.,AMETEKInc,2011-02-24 14:08:24+00:00,"Berwyn, PA 19312",A leading global manufacturer of electronic instruments and electromechanical devices. AMETEK [AME] is a component of the S&P 500 Index,http://www.ametek.com,,https://pbs.twimg.com/profile_images/1453465146408542212/QbG2_YdO_normal.jpg,False,3370,513,2803,74,False,,,,
37,28436760,Amgen 🧪🔬🧬,Amgen,2009-04-02 22:32:57+00:00,"Thousand Oaks, CA, USA",Patients. They're why we develop and manufacture innovative human therapeutics to treat serious diseases. Community Guidelines: https://t.co/YlIOJSpwBy,https://wwwext.amgen.com,1.5908152837903565e+18,https://pbs.twimg.com/profile_images/1348811588103360518/lrOjzah__normal.jpg,False,125024,789,11966,1694,True,,,,
38,1577735078,Amphenol Corporation,amphenol,2013-07-08 13:52:34+00:00,Wallingford CT,Amphenol is one of the largest manufacturers of interconnect products in the world.,http://amphenol.com,,https://pbs.twimg.com/profile_images/378800000104982061/db75196e1d2c1813c254b79807a81fc1_normal.png,False,1103,26,66,26,False,,,,
39,37722624,"Analog Devices, Inc.",ADI_News,2009-05-04 18:38:05+00:00,"Wilmington, MA",The world leader in converting real-world phenomena into innovative solutions to impact the world. See how ADI will transform the future. #WhatIfADI,https://bit.ly/3puIqpg,,https://pbs.twimg.com/profile_images/1471150560455888897/igYXJ9X8_normal.png,False,46880,797,12539,920,False,,,['WhatIfADI'],
40,33647963,Ansys,ANSYS,2009-04-20 20:20:58+00:00,"Pittsburgh, PA",Take A Leap Of Certainty,http://www.ansys.com,1.5175047475105055e+18,https://pbs.twimg.com/profile_images/1410748825824894978/RVKA6tlT_normal.jpg,False,27038,3056,22121,588,True,,,,
41,22152077,Aon,Aon_plc,2009-02-27 15:43:53+00:00,120 countries around the globe,We exist to shape decisions for the better—to protect and enrich the lives of people around the world. #BetterDecisions,http://www.aon.com,,https://pbs.twimg.com/profile_images/1572233075970433034/EoWiUp3i_normal.jpg,False,39895,1263,5137,771,True,,,['BetterDecisions'],
42,57098362,APA Corporation,APA_Corp,2009-07-15 18:41:34+00:00,Houston,"We help meet the world’s energy needs with reliable, affordable natural gas and oil.",http://www.apacorp.com,,https://pbs.twimg.com/profile_images/1389357510407200768/yZ0rKGNl_normal.jpg,False,11764,258,1118,248,False,,,,
43,380749300,Apple,Apple,2011-09-27 05:02:03+00:00,"Cupertino, CA",https://t.co/4dZx1rem2Q,,,https://pbs.twimg.com/profile_images/1283958620359516160/p7zz5dxZ_normal.jpg,False,8752327,0,0,14249,True,,,,
44,64784531,Applied Materials,Applied4Tech,2009-08-11 18:08:07+00:00,"Santa Clara, California","At Applied Materials, our innovations Make Possible® a Better Future. https://t.co/q32LFIdpxT",https://www.linkedin.com/company/applied-materials,,https://pbs.twimg.com/profile_images/1450580339760402433/iJEcxajO_normal.jpg,False,12699,1629,2752,421,False,,,,
45,815759221,Aptiv,Aptiv,2012-09-10 18:20:44+00:00,"Dublin, Ireland","Aptiv is a global technology company that develops safer, greener and more connected solutions enabling the future of mobility. #ItsOurMove",http://aptiv.com,,https://pbs.twimg.com/profile_images/937902359866257408/yU2l2KqH_normal.jpg,False,18140,548,5644,392,True,,,['ItsOurMove'],
46,57422003,Arista Networks,AristaNetworks,2009-07-16 19:29:29+00:00,"Santa Clara, California",Official news and tweets of Arista Networks: Data-Driven Networking. NYSE: $ANET,http://www.arista.com,,https://pbs.twimg.com/profile_images/476094848521338882/mSZUKFgw_normal.png,False,16641,207,1996,366,True,,['ANET'],,
47,123675833,Gallagher,GallagherGlobal,2010-03-16 21:54:10+00:00,Global,"Helping businesses, communities and people face their futures with confidence for over 90 years.",https://linktr.ee/GallagherGlobal,,https://pbs.twimg.com/profile_images/922522676861825025/MeFW3xDN_normal.jpg,False,7731,1085,6317,184,False,,,,
48,600986080,Assurant,Assurant,2012-06-06 13:47:18+00:00,"New York, USA","Assurant helps people thrive in a connected world. https://t.co/AgLT2cq93t  
Careers: https://t.co/v8EB9njR7N 
Social Policy: https://t.co/7uQgUNiejw",https://www.assurant.com/,1.2409989398784492e+18,https://pbs.twimg.com/profile_images/875062166671433728/DDPhhbBF_normal.jpg,False,3806,1354,10582,69,False,,,,
49,14620190,AT&T,ATT,2008-05-01 21:52:01+00:00,"Dallas, TX","Connecting you to the things you love, all day every day.",http://att.com,,https://pbs.twimg.com/profile_images/1416820139857567747/tPlI2eyP_normal.jpg,False,911030,235,206420,5569,True,,,,
50,29976734,atmosenergy,atmosenergy,2009-04-09 12:50:58+00:00,United States,"This account is not monitored 24/7. If you smell natural gas or suspect gas leak, leave the area immediately and call our 24/7 emergency line: 866.322.8667.",http://www.atmosenergy.com,1.0936006161680179e+18,https://pbs.twimg.com/profile_images/727226095498498048/CPyNRIj6_normal.jpg,False,6277,2233,8018,197,True,,,,
51,31957731,Autodesk,autodesk,2009-04-16 16:34:16+00:00,Worldwide,Changing How the World is Designed and Made.,http://www.autodesk.com,1.580649624574251e+18,https://pbs.twimg.com/profile_images/1542910017870827521/AXSsDFAY_normal.jpg,False,291124,4099,12832,3713,True,,,,
52,278221207,AutoZone,autozone,2011-04-06 21:14:47+00:00,"Memphis, TN","Follow us for AutoZone news, online #deals, #DIY #repair tips & more from the nation's leading autoparts retailer. #GetinTheZone @ https://t.co/XKo6g82FLj",https://www.autozone.com/diy/seasonal/fall-tune-up-checklist,,https://pbs.twimg.com/profile_images/1304170131967311872/_8hPQMqw_normal.jpg,False,40536,119,17466,288,True,,,"['deals', 'DIY', 'repair', 'GetinTheZone']",
53,15928324,AvalonBay Communities,AvalonBay,2008-08-21 05:48:26+00:00,USA,We're driven by a bold purpose: creating a better way to live.,http://www.avalonbay.com,1.5480588967485358e+18,https://pbs.twimg.com/profile_images/1543925458147966979/DZOe19yY_normal.jpg,False,5400,1717,2775,140,False,,,,
54,166042524,Avery Dennison,AveryDennison,2010-07-13 05:05:58+00:00,Global,We are a global materials science company specializing in the design and manufacture of a wide variety of labeling and functional materials.,https://averydennison.com,,https://pbs.twimg.com/profile_images/1512086842677497858/ttRn5cWv_normal.png,False,149465,5595,7155,333,True,,,,
55,19355454,Baker Hughes,bakerhughesco,2009-01-22 19:24:23+00:00,Global ,"We are Baker Hughes, an energy technology company. We are taking energy forward – making it safer, cleaner and more efficient for people and the planet.",http://bakerhughes.com,,https://pbs.twimg.com/profile_images/1372215785922379777/QTjS0IZk_normal.jpg,False,70178,988,4168,781,False,,,,
56,22986858,Ball Corporation,BallCorpHQ,2009-03-05 22:03:23+00:00,"Broomfield, Colo. (HQ)","The world’s leader in innovative, sustainable aluminum packaging for beverage & aerosol products, as well as aerospace technologies & services.",http://www.ball.com,,https://pbs.twimg.com/profile_images/1395107244983955463/QCLzGnXH_normal.jpg,False,6958,1951,3136,149,True,,,,
57,204881628,Bank of America,BankofAmerica,2010-10-19 17:29:28+00:00,,"The power to connect with people and exchange ideas. For account issues, please use @BofA_Help",http://bit.ly/2U2HFX9,,https://pbs.twimg.com/profile_images/1587408528012091392/Po9rv1WP_normal.jpg,False,950955,676,11582,2708,True,,,,['BofA_Help']
58,249203600,Bath & Body Works,bathbodyworks,2011-02-08 15:54:03+00:00,"HQ in Columbus, OH",Celebrating with fragrance every day 💙 ✨,http://www.bathandbodyworks.com,,https://pbs.twimg.com/profile_images/1584573582117593095/frNgQ3TR_normal.jpg,False,308466,2589,100787,961,True,,,,
59,46511103,Baxter International,baxter_intl,2009-06-11 22:36:47+00:00,"Deerfield, Illinois",A global medtech leader working to save and sustain more lives worldwide. We welcome Hillrom to Baxter.,http://www.baxter.com,,https://pbs.twimg.com/profile_images/494547557750550529/neLaa43i_normal.jpeg,False,15881,4,2116,538,False,,,,
60,92391733,BD,BDandCo,2009-11-24 23:10:59+00:00,"Franklin Lakes, NJ","Tweeting news and information about BD (Becton, Dickinson and Co.) - a leading global medical technology company. #bectondickinson #BD #BDX",http://www.bd.com,,https://pbs.twimg.com/profile_images/1542795895040884737/tNc3P46Z_normal.jpg,False,13544,713,4447,261,False,,,"['bectondickinson', 'BD', 'BDX']",
61,347308370,W. R. Berkley Corporation,WRBerkleyCorp,2011-08-02 16:03:29+00:00,"Greenwich, CT","@WRBerkleyCorp is a holding company that's among the largest U.S. commercial lines writers, operating worldwide in Insurance & Reinsurance.",http://berkley.com,1.587876395736236e+18,https://pbs.twimg.com/profile_images/1532851264689737728/AmQFgZcv_normal.png,False,1896,135,1187,54,False,,,,['WRBerkleyCorp']
62,17475575,Best Buy,BestBuy,2008-11-19 00:23:16+00:00,"Richfield, MN",We’ve got the tech to help you achieve life’s little (and big) wins. Contact @BestBuySupport with customer service questions.,http://www.BestBuy.com,,https://pbs.twimg.com/profile_images/1504459546844094470/piU-MLdr_normal.jpg,False,1223554,82,65108,6460,True,,,,['BestBuySupport']
63,727094240,Bio-Rad Life Science,BioRadLifeSci,2012-07-30 23:39:18+00:00,"Hercules, CA, USA","Bio-Rad develops and manufactures lab instruments, reagents and consumables for genomic and proteomic research. https://t.co/oueWQkajXx",http://www.bio-rad.com/lifescience,,https://pbs.twimg.com/profile_images/696795624323219456/fWJJS7EE_normal.jpg,False,43319,11274,8821,373,True,,,,
64,1684133550,Bio-Rad Flow Cytometry and Antibodies,BioRadFlowAbs,2013-08-19 20:53:58+00:00,"Hercules, California","Formerly @BioRadCellBio. A hub for Bio-Rad flow cytometry and antibody products, resources, and industry news to help life science researchers.",https://www.bio-rad-antibodies.com/,1.5098483675302257e+18,https://pbs.twimg.com/profile_images/696799408378105856/n9ICQu82_normal.jpg,False,17761,1155,2332,109,False,,,,['BioRadCellBio']
65,2755712888,Bio-Techne,biotechne,2014-08-22 17:18:32+00:00,"Minneapolis, MN","We are bringing our brands together under Bio-Techne. Our current products include the complementary brands, R&D Systems, Tocris, and Novus Biologicals",http://bio-techne.com,,https://pbs.twimg.com/profile_images/1405261656016388096/IvZF1k4V_normal.jpg,False,2056,1101,4059,38,False,,,,
66,155650832,Biogen,biogen,2010-06-14 18:40:14+00:00,"Cambridge, MA",Official Twitter channel for Biogen. Focused on cutting-edge science and medicine. Community guidelines: https://t.co/56frPQHf74,http://biogen.com,,https://pbs.twimg.com/profile_images/1542852548389912577/RYbi4rhs_normal.jpg,False,44684,254,5687,675,True,,,,
67,23756134,BlackRock,BlackRock,2009-03-11 12:41:19+00:00,USA,Global investment manager. Technology provider. Helping more and more people experience financial well-being. Disclosures: https://t.co/kFpM6Ep2gn,https://www.blackrock.com/,1.5881389180457984e+18,https://pbs.twimg.com/profile_images/1542868549986881538/yu4_RyBi_normal.jpg,False,568024,857,15562,4952,True,,,,
68,167562319,BNY Mellon,BNYMellon,2010-07-16 22:33:40+00:00,Worldwide,BNY Mellon is a global investments company dedicated to helping its clients manage and service their financial assets throughout the investment. https://t.co/vVz40namni,http://www.bnymellon.com,,https://pbs.twimg.com/profile_images/1544301222743654402/3ScG6xJm_normal.jpg,False,38678,453,6663,720,True,,,,
69,25103967,The Boeing Company,Boeing,2009-03-18 16:44:27+00:00,"Arlington, VA",Boeing is dedicated to advancing aerospace technology by investing in our people’s careers and encouraging innovation at every turn.,http://www.boeing.com/,,https://pbs.twimg.com/profile_images/1064567396772401152/ex2Q59H8_normal.jpg,False,655245,253,5776,4724,True,,,,
70,4705763776,Booking Holdings,BookingHoldings,2016-01-04 14:46:43+00:00,"Norwalk, CT","We make it easier for everyone to experience the world through our brands @bookingcom, @kayak, @priceline, @opentable, @agoda and https://t.co/2NxTQDdboS.",http://www.bookingholdings.com,,https://pbs.twimg.com/profile_images/1415348553434681349/gm52aDft_normal.jpg,False,10576,108,2519,93,True,,,,"['bookingcom', 'kayak', 'priceline', 'opentable', 'agoda']"
71,2840393289,BorgWarner,BorgWarner,2014-10-21 17:22:02+00:00,,"Charging forward to create a cleaner, more energy-efficient world through the vehicle market. Legal Policies: https://t.co/x00w6DrOWQ",http://www.borgwarner.com,,https://pbs.twimg.com/profile_images/1542882771525304320/l25s8SIn_normal.jpg,False,5264,697,2323,80,False,,,,
72,214210756,Boston Scientific,bostonsci,2010-11-10 21:10:37+00:00,"Boston, MA","Official news from Boston Scientific, a leading innovator of less invasive medical solutions that transform lives around the world. (NYSE: $BSX)",http://www.bostonscientific.com/social,,https://pbs.twimg.com/profile_images/1545044946889031680/LvNvUDy2_normal.jpg,False,38725,173,2642,518,True,,['BSX'],,
73,34010976,Bristol Myers Squibb,bmsnews,2009-04-21 19:31:42+00:00,"New York, New York","Patients are our purpose. We come together each day to discover, develop and deliver transformative science to help patients prevail over serious diseases.",http://www.bms.com,,https://pbs.twimg.com/profile_images/1542801156367335424/G-CFa8qx_normal.jpg,False,157382,1099,8544,1878,True,,,,
74,338504881,Broadcom Inc.,Broadcom,2011-07-19 17:43:11+00:00,"San Jose, CA","Broadcom Inc. (NASDAQ: AVGO) is a global technology leader that designs,
develops and supplies semiconductor and infrastructure software solutions.",http://www.broadcom.com,,https://pbs.twimg.com/profile_images/784468765027110912/tavuddvl_normal.jpg,False,52473,3492,5966,720,True,,,,
75,15069827,Broadridge,Broadridge,2008-06-10 04:51:22+00:00,"New York, NY","Broadridge, a S&P 500 global fintech leader, helps clients get ahead of today’s challenges to capitalize on what’s next.",,,https://pbs.twimg.com/profile_images/1410626848984342535/9GlYjvW6_normal.png,False,5604,1430,4341,208,True,,,,
76,926079515285164033,"Brown & Brown, Inc.",B_BInsurance,2017-11-02 13:32:17+00:00,"Daytona Beach, FL","Looking for new challenges, the chance to work with dynamic teammates & new opportunities for personal growth? Join our team",https://www.bbinsurance.com,1.4526978792614257e+18,https://pbs.twimg.com/profile_images/1059456604238692354/OMJuCu7r_normal.jpg,False,436,83,892,13,False,,,,
77,999295860486918144,Brown-Forman,brownforman,2018-05-23 14:27:53+00:00,,Please Drink Responsibly. Legal drinking age only. Don't share with anyone underage. https://t.co/RN9sOp9xoj ©2022 Brown-Forman. All rights reserved.,http://www.brown-forman.com,1.4559564859938652e+18,https://pbs.twimg.com/profile_images/1346123127215050754/JnPqjT3S_normal.jpg,False,1914,41,2930,57,True,,,,
78,259440099,C.H. Robinson,CHRobinson,2011-03-01 22:44:27+00:00,Everywhere,"As one of the world’s largest logistics platforms, we offer a global suite of services and technology built by and for supply chain experts, for better results.",http://www.chrobinson.com,,https://pbs.twimg.com/profile_images/1590720468297842688/Fh6xrm8C_normal.jpg,False,15833,1088,11403,335,False,,,,
79,18793792,Cadence,Cadence,2009-01-09 05:47:41+00:00,"San Jose, CA","Cadence is a pivotal leader in electronic design, building upon more than 30 years of computational software expertise. We're hiring!",http://www.cadence.com,,https://pbs.twimg.com/profile_images/1412202716189892612/mMd5Ki6d_normal.jpg,False,16234,140,12043,422,True,,,,
80,164528815,Caesars Entertainment,CaesarsEnt,2010-07-09 02:53:34+00:00,"Las Vegas, NV","Over 50 Destinations. One Empire.
Must be 21+ to gamble. Know When to Stop Before You Start.® 
Gambling problem? Call 800-522-4700.",http://www.caesars.com/corporate,1.5907070714436936e+18,https://pbs.twimg.com/profile_images/1542900496507084800/9tlH0OZo_normal.jpg,False,19679,771,9055,224,True,,,,
81,40883754,Camden,CamdenLiving,2009-05-18 14:30:29+00:00,,Multifamily company passionate about finding you the best place to call home.,http://camdenliving.com,,https://pbs.twimg.com/profile_images/946043799649660930/i79FT_t1_normal.jpg,False,2785,914,6238,51,False,,,,
